"CapabilityId","CapabilityName","CapabilityGroup","CapabilityGroupName","TechniqueID","TechniqueName","Tactic","ScoreCategory","ScoreValue","Comments","References"
"DEF-ID-E5","Microsoft Defender for Identity","m365-defender","Microsoft 365 Defender","T1558","Steal or Forge Kerberos Tickets","Credential Access","detect","partial","This control provides partial detection for most of this technique's sub-techniques, resulting in an overall Partial score.","https://learn.microsoft.com/en-us/defender-for-identity/what-is"
"DEF-ID-E5","Microsoft Defender for Identity","m365-defender","Microsoft 365 Defender","T1558.001","Golden Ticket","Credential Access","detect","partial","This control has numerous alerts that can detect Golden Ticket attacks from multiple perspectives.  The accuracy of these alerts is unknown resulting in a partial score.",""
"DEF-ID-E5","Microsoft Defender for Identity","m365-defender","Microsoft 365 Defender","T1558.003","Kerberoasting","Credential Access","detect","partial","This control's ""Suspected Kerberos SPN exposure (external ID 2410)"" alert is able to detect when an attacker use tools to enumerate service accounts and their respective SPNs (Service principal names), request a Kerberos service ticket for the services, capture the Ticket Granting Service (TGS) tickets from memory and extract their hashes, and save them for later use in an offline brute force attack.  
Similarly its ""Suspected AS-REP Roasting attack (external ID 2412)"" alert is able to detect AS-REP Roasting sub-technique.
The accuracy of these alerts is unknown and therefore its score has been assessed as Partial.",""
"DEF-ID-E5","Microsoft Defender for Identity","m365-defender","Microsoft 365 Defender","T1558.004","AS-REP Roasting","Credential Access","detect","partial","This control's ""Suspected Kerberos SPN exposure (external ID 2410)"" alert is able to detect when an attacker use tools to enumerate service accounts and their respective SPNs (Service principal names), request a Kerberos service ticket for the services, capture the Ticket Granting Service (TGS) tickets from memory and extract their hashes, and save them for later use in an offline brute force attack.  
Similarly its ""Suspected AS-REP Roasting attack (external ID 2412)"" alert is able to detect AS-REP Roasting sub-technique.
The accuracy of these alerts is unknown and therefore its score has been assessed as Partial.",""
"DEF-ID-E5","Microsoft Defender for Identity","m365-defender","Microsoft 365 Defender","T1569","System Services","Execution","detect","minimal","This control provides Minimal detection for one of this technique's sub-techniques, while not providing any detection for the remaining, resulting in a Minimal score.","https://learn.microsoft.com/en-us/defender-for-identity/what-is"
"DEF-ID-E5","Microsoft Defender for Identity","m365-defender","Microsoft 365 Defender","T1569.002","Service Execution","Execution","detect","minimal","This control's ""Remote code execution attempt (external ID 2019)"" alert can detect Remote code execution via Psexec.  This may lead to false positives as administrative workstations, IT team members, and service accounts can all perform legitimate administrative tasks against domain controllers.  Additionally, this alert seems to be specific to detecting execution on domain controllers and AD FS servers, limiting its coverage.",""
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1003","OS Credential Dumping","Credential Access","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/credential-access-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1003.006","DCSync","Credential Access","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/credential-access-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1011","Exfiltration Over Other Network Medium","Exfiltration","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/credential-access-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1018","Remote System Discovery","Discovery","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/reconnaissance-discovery-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1046","Network Service Discovery","Discovery","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/reconnaissance-discovery-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1049","System Network Connections Discovery","Discovery","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/reconnaissance-discovery-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1068","Exploitation for Privilege Escalation","Privilege Escalation","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/persistence-privilege-escalation-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1069","Permission Groups Discovery","Discovery","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/reconnaissance-discovery-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1069.002","Domain Groups","Discovery","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/reconnaissance-discovery-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1078","Valid Accounts","Defense Evasion, Persistence, Privilege Escalation, Initial Access","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/persistence-privilege-escalation-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1087","Account Discovery","Discovery","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/reconnaissance-discovery-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1087.002","Domain Account","Discovery","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/reconnaissance-discovery-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1098","Account Manipulation","Persistence, Privilege Escalation","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/persistence-privilege-escalation-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1110","Brute Force","Credential Access","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/credential-access-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1110.001","Password Guessing","Credential Access","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/credential-access-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1110.003","Password Spraying","Credential Access","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/credential-access-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1134","Access Token Manipulation","Defense Evasion, Privilege Escalation","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/credential-access-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1134","Access Token Manipulation","Defense Evasion, Privilege Escalation","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/persistence-privilege-escalation-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1134.001","Token Impersonation/Theft","Defense Evasion, Privilege Escalation","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/credential-access-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1134.001","Token Impersonation/Theft","Defense Evasion, Privilege Escalation","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/persistence-privilege-escalation-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1134.005","SID-History Injection","Defense Evasion, Privilege Escalation","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/persistence-privilege-escalation-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1187","Forced Authentication","Credential Access","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/credential-access-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1202","Indirect Command Execution","Defense Evasion","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR."," https://learn.microsoft.com/en-us/defender-for-identity/credential-access-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1210","Exploitation of Remote Services","Lateral Movement","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/persistence-privilege-escalation-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1484","Domain or Tenant Policy Modification","Defense Evasion, Privilege Escalation","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/persistence-privilege-escalation-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1484","Domain or Tenant Policy Modification","Defense Evasion, Privilege Escalation","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/persistence-privilege-escalation-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1484.001","Group Policy Modification","Defense Evasion, Privilege Escalation","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/persistence-privilege-escalation-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1550","Use Alternate Authentication Material","Defense Evasion, Lateral Movement","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/credential-access-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1550.002","Pass the Hash","Defense Evasion, Lateral Movement","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/credential-access-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1552.004","Private Keys","Credential Access","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/credential-access-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1555","Credentials from Password Stores","Credential Access","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/alerts-overview"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1556","Modify Authentication Process","Credential Access, Defense Evasion, Persistence","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/persistence-privilege-escalation-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1556.001","Domain Controller Authentication","Credential Access, Defense Evasion, Persistence","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/persistence-privilege-escalation-alerts"
"DEF-SECA-E3","Security Alerts","m365-defender","Microsoft 365 Defender","T1557","Adversary-in-the-Middle","Credential Access, Collection","detect","significant","Microsoft Defender security alerts explain the suspicious activities detected by Defender for Identity sensors on your network, and the actors and computers involved in each threat. Alert evidence lists contain direct links to the involved users and computers, to help make your investigations easy and direct.

Defender security alerts are divided into the following categories or phases, like the phases seen in a typical cyber-attack kill chain. Learn more about each phase, the alerts designed to detect each attack, and how to use the alerts to help protect your network using the following links:

Reconnaissance and discovery alerts
Persistence and privilege escalation alerts
Credential access alerts
Lateral movement alerts
Other alerts


License: A Microsoft 365 security product license entitles customer use 
 of Microsoft Defender XDR.","https://learn.microsoft.com/en-us/defender-for-identity/credential-access-alerts"
